title_original,text_original,posted_on_original,date_of_power_shutdown
Power shutdown areas in Chennai Tomorrow (30-08-2019), Power supply will be suspended in the following areas on 30-08-2019 between 9.00 A.M. to 4.00 P.M. for maintenance work. Supply will be resumed before 5.00 P.M. if the works are completed.,Posted On : 29/Aug/2019 10:33:50 AM,08-30-2019
Power shutdown areas in Chennai Tomorrow (29-08-2019), Power supply will be suspended in the following areas on 29-08-2019 between 9.00 A.M. to 4.00 P.M. for maintenance work. Supply will be resumed before 5.00 P.M. if the works are completed.,Posted On : 28/Aug/2019 4:18:26 PM,08-29-2019
Power shutdown areas in Chennai Tomorrow (28-08-2019), Power supply will be suspended in the following areas on 28-08-2019 between 9.00 A.M. to 4.00 P.M. for maintenance work. Supply will be resumed before 5.00 P.M. if the works are completed.,Posted On : 27/Aug/2019 10:34:47 AM,08-28-2019
Power shutdown areas in Chennai Tomorrow (27-08-2019), Power supply will be suspended in the following areas on 27-08-2019 between 9.00 A.M. to 4.00 P.M. for maintenance work. Supply will be resumed before 5.00 P.M. if the works are completed.,Posted On : 26/Aug/2019 12:03:33 PM,08-27-2019
Power shutdown areas in Chennai Today (26-08-2019), Power supply will be suspended in the following areas on 26-08-2019 between 9.00 A.M. to 4.00 P.M. for maintenance work. Supply will be resumed before 5.00 P.M. if the works are completed.,Posted On : 26/Aug/2019 10:23:50 AM,08-26-2019
Power shutdown areas in Chennai Tomorrow (25-08-2019), Power supply will be suspended in the following areas on 25-08-2019 between 9.00 A.M. to 4.00 P.M. for maintenance work. Supply will be resumed before 5.00 P.M. if the works are completed.,Posted On : 24/Aug/2019 11:00:33 AM,08-25-2019
Power shutdown areas in Chennai Tomorrow (22-08-2019), Power supply will be suspended in the following areas on 22-08-2019 between 9.00 A.M. to 4.00 P.M. for maintenance work. Supply will be resumed before 5.00 P.M. if the works are completed.,Posted On : 21/Aug/2019 10:00:11 AM,08-22-2019
Power shutdown areas in Chennai Tomorrow (21-08-2019), Power supply will be suspended in the following areas on 21-08-2019 between 9.00 A.M. to 4.00 P.M. for maintenance work. Supply will be resumed before 5.00 P.M. if the works are completed.,Posted On : 20/Aug/2019 2:29:05 PM,08-21-2019
Power shutdown areas in Chennai Today (19-08-2019), Power supply will be suspended in the following areas on 19-08-2019 between 9.00 A.M. to 4.00 P.M. for maintenance work. Supply will be resumed before 5.00 P.M. if the works are completed.,Posted On : 19/Aug/2019 11:10:15 AM,08-19-2019
Power shutdown areas in Chennai Tomorrow (20-08-2019), Power supply will be suspended in the following areas on 20-08-2019 between 9.00 A.M. to 4.00 P.M. for maintenance work. Supply will be resumed before 5.00 P.M. if the works are completed.,Posted On : 19/Aug/2019 9:45:05 AM,08-20-2019
Power shutdown areas in Chennai Tomorrow (17-08-2019), Power supply will be suspended in the following areas on 17-08-2019 between 9.00 A.M. to 4.00 P.M. for maintenance work. Supply will be resumed before 5.00 P.M. if the works are completed.,Posted On : 16/Aug/2019 10:15:03 AM,08-17-2019
Power shutdowns in Chennai due to delay in commissioning transmission substations," In the city of Chennai, residents face many power cuts which last for an hour also. It is brought out that though power managers for Chennai have taken",Posted On : 16/Aug/2019 9:47:52 AM,n/a
Power shutdown areas in Chennai Tomorrow (16-08-2019), Power supply will be suspended in the following areas on 16-08-2019 between 9.00 A.M. to 4.00 P.M. for maintenance work. Supply will be resumed before 5.00 P.M. if the works are completed.,Posted On : 15/Aug/2019 11:31:12 AM,08-16-2019
Power shutdown areas in Chennai Today (14-08-2019), Power supply will be suspended in the following areas on 14-08-2019 between 9.00 A.M. to 4.00 P.M. for maintenance work. Supply will be resumed before 5.00 P.M. if the works are completed.,Posted On : 14/Aug/2019 9:52:45 AM,08-14-2019
Power shutdown areas in Chennai Tomorrow (09-08-2019), Power supply will be suspended in the following areas on 09-08-2019 between 9.00 A.M. to 4.00 P.M. for maintenance work. Supply will be resumed before 5.00 P.M. if the works are completed.,Posted On : 08/Aug/2019 5:53:26 PM,08-09-2019
Power shutdown areas in Chennai Tomorrow (08-08-2019), Power supply will be suspended in the following areas on 08-08-2019 between 9.00 A.M. to 4.00 P.M. for maintenance work. Supply will be resumed before 5.00 P.M. if the works are completed.,Posted On : 07/Aug/2019 12:55:03 PM,08-08-2019
Power shutdown areas in Chennai Tomorrow (07-08-2019), Power supply will be suspended in the following areas on 07-08-2019 between 9.00 A.M. to 4.00 P.M. for maintenance work. Supply will be resumed before 5.00 P.M. if the works are completed.,Posted On : 06/Aug/2019 11:05:39 AM,08-07-2019
Power shutdown areas in Chennai Tomorrow (06-08-2019), Power supply will be suspended in the following areas on 06-08-2019 between 9.00 A.M. to 4.00 P.M. for maintenance work. Supply will be resumed before 5.00 P.M. if the works are completed.,Posted On : 05/Aug/2019 11:13:18 AM,08-06-2019
Power shutdown areas in Chennai Today (05-08-2019), Power supply will be suspended in the following areas on 05-08-2019 between 9.00 A.M. to 4.00 P.M. for maintenance work. Supply will be resumed before 5.00 P.M. if the works are completed.,Posted On : 05/Aug/2019 10:36:17 AM,08-05-2019
Power shutdown areas in Chennai Tomorrow (03-08-2019), Power supply will be suspended in the following areas on 03-08-2019 between 9.00 A.M. to 4.00 P.M. for maintenance work. Supply will be resumed before 5.00 P.M. if the works are completed.,Posted On : 02/Aug/2019 4:45:53 PM,08-03-2019
Power shutdown areas in Chennai Tomorrow (02-08-2019), Power supply will be suspended in the following areas on 02-08-2019 between 9.00 A.M. to 4.00 P.M. for maintenance work. Supply will be resumed before 5.00 P.M. if the works are completed.,Posted On : 01/Aug/2019 9:48:27 AM,08-02-2019
No power supply in Velachery for 10 hours," In Chennai, Velachery is one important residential locality. Velachery has grown amazingly in the last few years because of the growth of IT sector in south Chennai. This place is grabbing the attention of many now.",Posted On : 31/Jul/2019 10:00:04 AM,10
Power shutdown areas in Chennai Tomorrow (01-08-2019), Power supply will be suspended in the following areas on 01-08-2019 between 9.00 A.M. to 4.00 P.M. for maintenance work. Supply will be resumed before 5.00 P.M. if the works are completed.,Posted On : 31/Jul/2019 9:48:36 AM,08-01-2019
Power shutdown areas in Chennai Tomorrow (31-07-2019), Power supply will be suspended in the following areas on 31-07-2019 between 9.00 A.M. to 4.00 P.M. for maintenance work. Supply will be resumed before 5.00 P.M. if the works are completed.,Posted On : 30/Jul/2019 9:37:25 AM,07-31-2019
Power shutdown areas in Chennai Tomorrow (30-07-2019), Power supply will be suspended in the following areas on 30-07-2019 between 9.00 A.M. to 4.00 P.M. for maintenance work. Supply will be resumed before 5.00 P.M. if the works are completed.,Posted On : 29/Jul/2019 12:38:51 PM,07-30-2019
Power shutdown areas in Chennai Today (29-07-2019), Power supply will be suspended in the following areas on 29-07-2019 between 9.00 A.M. to 4.00 P.M. for maintenance work. Supply will be resumed before 5.00 P.M. if the works are completed.,Posted On : 29/Jul/2019 10:00:00 AM,07-29-2019
Power shutdown areas in Chennai Tomorrow (27-07-2019), Power supply will be suspended in the following areas on 27-07-2019 between 9.00 A.M. to 4.00 P.M. for maintenance work. Supply will be resumed before 5.00 P.M. if the works are completed.,Posted On : 26/Jul/2019 10:34:20 AM,07-27-2019
Power shutdown areas in Chennai Tomorrow (26-07-2019), Power supply will be suspended in the following areas on 26-07-2019 between 9.00 A.M. to 4.00 P.M. for maintenance work. Supply will be resumed before 5.00 P.M. if the works are completed.,Posted On : 25/Jul/2019 10:25:29 AM,07-26-2019
Power shutdown areas in Chennai Tomorrow (25-07-2019), Power supply will be suspended in the following areas on 25-07-2019 between 9.00 A.M. to 4.00 P.M. for maintenance work. Supply will be resumed before 5.00 P.M. if the works are completed.,Posted On : 24/Jul/2019 10:24:33 AM,07-25-2019
Power shutdown areas in Chennai Tomorrow (24-07-2019), Power supply will be suspended in the following areas on 24-07-2019 between 9.00 A.M. to 4.00 P.M. for maintenance work. Supply will be resumed before 5.00 P.M. if the works are completed.,Posted On : 23/Jul/2019 10:07:09 AM,07-24-2019
Power shutdown areas in Chennai Today (22-07-2019), Power supply will be suspended in the following areas on 22-07-2019 between 9.00 A.M. to 4.00 P.M. for maintenance work. Supply will be resumed before 5.00 P.M. if the works are completed.,Posted On : 22/Jul/2019 11:47:37 AM,07-22-2019
Power shutdown areas in Chennai Tomorrow (23-07-2019), Power supply will be suspended in the following areas on 23-07-2019 between 9.00 A.M. to 4.00 P.M. for maintenance work. Supply will be resumed before 5.00 P.M. if the works are completed.,Posted On : 22/Jul/2019 11:02:54 AM,07-23-2019
Power shutdown areas in Chennai Tomorrow (19-07-2019), Power supply will be suspended in the following areas on 19-07-2019 between 9.00 A.M. to 4.00 P.M. for maintenance work. Supply will be resumed before 5.00 P.M. if the works are completed.,Posted On : 18/Jul/2019 10:25:19 AM,07-19-2019
Power shutdown areas in Chennai Tomorrow (18-07-2019)," Power supply will be suspended in the following areas on 18-07-2019 between 9.00 A.M. to 4.00 P.M. for maintenance work. Supply will be resumed before 5.00 P.M. if the works are completed.
",Posted On : 17/Jul/2019 9:53:02 AM,07-18-2019
Power shutdown areas in Chennai Tomorrow (17-07-2019), Power supply will be suspended in the following areas on 17-07-2019 between 9.00 A.M. to 4.00 P.M. for maintenance work. Supply will be resumed before 5.00 P.M. if the works are completed.,Posted On : 16/Jul/2019 9:53:43 AM,07-17-2019
Power shutdown areas in Chennai Tomorrow (16-07-2019), Power supply will be suspended in the following areas on 16-07-2019 between 9.00 A.M. to 4.00 P.M. for maintenance work. Supply will be resumed before 5.00 P.M. if the works are completed.,Posted On : 15/Jul/2019 10:33:20 AM,07-16-2019
Power shutdown areas in Chennai Tomorrow (12-07-2019), Power supply will be suspended in the following areas on 12-07-2019 between 9.00 A.M. to 4.00 P.M. for maintenance work. Supply will be resumed before 5.00 P.M. if the works are completed.,Posted On : 11/Jul/2019 10:41:18 AM,07-12-2019
Power shutdown areas in Chennai Tomorrow (11-07-2019), Power supply will be suspended in the following areas on 11-07-2019 between 9.00 A.M. to 4.00 P.M. for maintenance work. Supply will be resumed before 5.00 P.M. if the works are completed.,Posted On : 10/Jul/2019 10:44:19 AM,07-11-2019
Power shutdown areas in Chennai Tomorrow (10-07-2019), Power supply will be suspended in the following areas on 10-07-2019 between 9.00 A.M. to 4.00 P.M. for maintenance work. Supply will be resumed before 5.00 P.M. if the works are completed.,Posted On : 09/Jul/2019 9:36:18 AM,07-10-2019
Power shutdown areas in Chennai Tomorrow (09-07-2019), Power supply will be suspended in the following areas on 09-07-2019 between 9.00 A.M. to 4.00 P.M. for maintenance work. Supply will be resumed before 5.00 P.M. if the works are completed.,Posted On : 08/Jul/2019 10:49:53 AM,07-09-2019
Power shutdown areas in Chennai Tomorrow (05-07-2019), Power supply will be suspended in the following areas on 04.07-2019 between 9.00 A.M. to 4.00 P.M. for maintenance work. Supply will be resumed before 5.00 P.M. if the works are completed.,Posted On : 05/Jul/2019 10:42:33 AM,07-05-2019
Power shutdown areas in Chennai Tomorrow (04-07-2019), Power supply will be suspended in the following areas on 04.07-2019 between 9.00 A.M. to 4.00 P.M. for maintenance work. Supply will be resumed before 5.00 P.M. if the works are completed.,Posted On : 03/Jul/2019 9:46:53 AM,07-04-2019
Power shutdown areas in Chennai Tomorrow (03-07-2019)," Tamil Nadu Generation and Distribution Corporation (TANGEDCO) has announced power cuts in parts of Chennai on Wednesday, July 3. Power will be shut down from 9 am to 4 pm for maintenance",Posted On : 02/Jul/2019 10:00:17 AM,07-03-2019
Power shutdown areas in Chennai Tomorrow (02-07-2019)," Tamil Nadu Generation and Distribution Corporation (TANGEDCO) has announced power cut in parts of Chennai on Saturday, July 2. According to TANGEDCO, power supply will be suspended from 9 am to 4 pm",Posted On : 01/Jul/2019 10:05:27 AM,07-02-2019
Power shutdown areas in Chennai Tomorrow (29-06-2019)," Tamil Nadu Generation and Distribution Corporation (TANGEDCO) has announced power cut in parts of Chennai on Saturday, June 29. According to TANGEDCO, power supply will be suspended from 9 am to 4 pm",Posted On : 28/Jun/2019 11:11:39 AM,06-29-2019
No power supply in T. Nagar due to bursting of 2 transformers," 
More than 10 hours without power supply!! Yes, this happened in one of the most important residential locality in Chennai.",Posted On : 26/Jun/2019 10:11:50 AM,2
Power shutdown areas in Chennai Tomorrow (26-06-2019), Power supply will be suspended in the following areas on 26.06-2019 (Wednesday) between 2.00 P.M. to 5.00 P.M. for maintenance work. Supply will be resumed before 5.00 P.M. if the works are completed.,Posted On : 25/Jun/2019 10:20:04 AM,06-26-2019
Power shutdown areas in Chennai Tomorrow (25-06-2019), Power supply will be suspended in the following areas on 25.06-2019 (Tuesday) between 9.00 A.M. to 4.00 P.M. for maintenance work. Supply will be resumed before 5.00 P.M. if the works are completed. ,Posted On : 24/Jun/2019 9:44:30 AM,06-25-2019
Power shutdown areas in Chennai Tomorrow (21-06-2019), Power supply will be suspended in the following areas on 21.06-2019 between 9.00 A.M. to 4.00 P.M. for maintenance work. Supply will be resumed before 5.00 P.M. if the works are completed. ,Posted On : 20/Jun/2019 11:56:38 AM,06-21-2019
